transaction_id,sender_person_id,sender_account_id,receiver_person_id,receiver_account_id,transaction_datetime,amount_inr,transaction_type,bank_id,branch_id,reference,location_id,case_id
TXN-0004395,P-000811,AC-000811,P-000182,AC-000182,2026-01-28 09:34:07,129929,TRANSFER,BOK-ICICI,BR-211,UTR-3994246304,,CR-2026-2019
TXN-0004396,P-000866,AC-000866,P-000193,AC-000193,2026-05-24 05:47:45,107256,RTGS,BOK-BOB,BR-047,UTR-3889659396,,CR-2026-2020
TXN-0004397,P-001164,AC-001164,P-000167,AC-000167,2026-08-28 03:23:20,180698,NEFT,BOK-IB,BR-047,UTR-5212841972,,
TXN-0004398,P-000776,AC-000776,P-000344,AC-000344,2026-04-07 15:02:48,209421,CASH,BOK-PNB,BR-191,UTR-7490405018,,CR-2026-2011
TXN-0004399,P-000479,AC-000479,P-001793,AC-001793,2026-05-30 01:39:57,43576,NEFT,BOK-BOB,BR-070,UTR-3601999461,L-000089,
TXN-0004400,P-000077,AC-000077,P-000760,AC-000760,2026-06-20 14:54:20,176196,UPI,BOK-SBI,BR-208,UTR-8788566502,,CR-2026-2013
TXN-0004401,P-000220,AC-000220,P-000355,AC-000355,2026-06-30 13:12:08,168865,UPI,BOK-UCO,BR-006,UTR-5888968420,,
TXN-0004402,P-000085,AC-000085,P-001044,AC-001044,2026-04-01 08:24:05,80155,UPI,BOK-PNB,BR-091,UTR-2969539530,,CR-2026-2012
TXN-0004403,P-000875,AC-000875,P-000283,AC-000283,2026-03-09 08:40:04,134615,TRANSFER,BOK-BOA,BR-126,UTR-4780455132,,
TXN-0004404,P-000866,AC-000866,P-000442,AC-000442,2026-08-02 14:33:03,73916,NEFT,BOK-ICICI,BR-071,UTR-2860751540,,CR-2026-2020
TXN-0004405,P-000127,AC-000127,P-001506,AC-001506,2026-08-29 11:18:41,72991,TRANSFER,BOK-CBI,BR-104,UTR-1307285629,,
TXN-0004406,P-000922,AC-000922,P-001910,AC-001910,2026-08-01 10:12:48,205999,NEFT,BOK-CUB,BR-026,UTR-7407488611,,CR-2026-2014
TXN-0004407,P-000665,AC-000665,P-001466,AC-001466,2026-05-08 05:27:03,125047,NEFT,BOK-CBI,BR-117,UTR-9730016989,,
TXN-0004408,P-001775,AC-001775,P-000732,AC-000732,2026-03-10 10:13:23,68052,UPI,BOK-INDUS,BR-076,UTR-8325589384,,CR-2026-2018
TXN-0004409,P-001513,AC-001513,P-001472,AC-001472,2026-03-07 20:38:44,74556,UPI,BOK-INDUS,BR-046,UTR-8152745991,,CR-2026-2015
TXN-0004410,P-001917,AC-001917,P-001333,AC-001333,2026-05-08 16:00:49,23445,NEFT,BOK-BOB,BR-136,UTR-9963551871,L-000155,CR-2026-2014
TXN-0004411,P-001515,AC-001515,P-001605,AC-001605,2026-03-03 19:35:41,99835,UPI,BOK-KVB,BR-141,UTR-8892376103,,CR-2026-2017
TXN-0004412,P-001555,AC-001555,P-000973,AC-000973,2026-01-25 19:28:52,73914,TRANSFER,BOK-BOB,BR-006,UTR-5157146778,,CR-2026-2014
TXN-0004413,P-001935,AC-001935,P-000394,AC-000394,2026-03-27 12:40:33,236782,RTGS,BOK-CAN,BR-190,UTR-1297713719,,CR-2026-2013
TXN-0004414,P-001836,AC-001836,P-001372,AC-001372,2026-01-24 16:29:30,219301,UPI,BOK-INDUS,BR-056,UTR-9579506476,,CR-2026-2001
TXN-0004415,P-001463,AC-001463,P-001725,AC-001725,2026-07-13 14:25:30,81895,TRANSFER,BOK-KVB,BR-092,UTR-5910102925,,CR-2026-2020
TXN-0004416,P-001717,AC-001717,P-000822,AC-000822,2026-06-12 05:07:11,44369,CASH,BOK-ICICI,BR-079,UTR-2296658505,,
TXN-0004417,P-000402,AC-000402,P-000456,AC-000456,2026-05-26 01:44:36,78638,UPI,BOK-DBS,BR-022,UTR-6562499143,,
TXN-0004418,P-000614,AC-000614,P-001077,AC-001077,2026-07-30 12:07:07,27487,UPI,BOK-FED,BR-067,UTR-7184393449,L-000167,
TXN-0004419,P-000973,AC-000973,P-000100,AC-000100,2026-01-12 22:51:55,66323,TRANSFER,BOK-SBI,BR-116,UTR-4081866696,,
TXN-0004420,P-000944,AC-000944,P-000091,AC-000091,2026-01-05 12:56:56,216127,NEFT,BOK-IDFC,BR-056,UTR-2854575013,,CR-2026-2020
TXN-0004421,P-000558,AC-000558,P-000464,AC-000464,2026-07-12 22:52:03,185959,NEFT,BOK-PNB,BR-178,UTR-9071084954,,
TXN-0004422,P-000976,AC-000976,P-000798,AC-000798,2026-08-23 06:14:51,79801,CASH,BOK-RBL,BR-165,UTR-4281811588,L-000103,CR-2026-2001
TXN-0004423,P-000140,AC-000140,P-000155,AC-000155,2026-08-03 12:50:49,132263,TRANSFER,BOK-UCO,BR-220,UTR-9899352745,,
TXN-0004424,P-001690,AC-001690,P-001535,AC-001535,2026-04-16 15:41:05,214362,UPI,BOK-UCO,BR-174,UTR-4402988572,,CR-2026-2008
TXN-0004425,P-000732,AC-000732,P-000945,AC-000945,2026-06-05 00:27:48,60396,NEFT,BOK-KVB,BR-014,UTR-3816085603,,CR-2026-2017
TXN-0004426,P-001037,AC-001037,P-001048,AC-001048,2026-02-25 11:58:34,236008,NEFT,BOK-YES,BR-004,UTR-9391153687,,
TXN-0004427,P-001584,AC-001584,P-001759,AC-001759,2026-04-07 11:43:16,74515,TRANSFER,BOK-ESAF,BR-201,UTR-2462551316,L-000183,
TXN-0004428,P-001537,AC-001537,P-001712,AC-001712,2026-06-14 04:43:29,115876,TRANSFER,BOK-INDUS,BR-009,UTR-5365939942,,
TXN-0004429,P-001143,AC-001143,P-000133,AC-000133,2026-07-17 19:45:05,60773,CASH,BOK-BOB,BR-127,UTR-5479301810,,CR-2026-2014
TXN-0004430,P-000442,AC-000442,P-000520,AC-000520,2026-01-27 07:59:27,66075,NEFT,BOK-SBI,BR-198,UTR-8955331733,L-000092,
TXN-0004431,P-000735,AC-000735,P-001015,AC-001015,2026-08-08 19:45:31,161706,RTGS,BOK-UCO,BR-099,UTR-6008198250,,CR-2026-2019
TXN-0004432,P-000390,AC-000390,P-000914,AC-000914,2026-03-27 22:03:04,63840,RTGS,BOK-CAN,BR-122,UTR-8259241424,,
TXN-0004433,P-000456,AC-000456,P-000760,AC-000760,2026-03-19 16:20:23,72669,NEFT,BOK-SBI,BR-208,UTR-5718527949,,CR-2026-2016
TXN-0004434,P-000129,AC-000129,P-001950,AC-001950,2026-02-10 03:24:36,144467,RTGS,BOK-CUB,BR-203,UTR-3107019145,,
TXN-0004435,P-000502,AC-000502,P-001932,AC-001932,2026-02-06 16:04:27,59868,TRANSFER,BOK-INDUS,BR-178,UTR-5643959514,,CR-2026-2016
TXN-0004436,P-001719,AC-001719,P-001029,AC-001029,2026-02-02 23:36:47,63495,RTGS,BOK-AXIS,BR-108,UTR-4630437517,,CR-2026-2013
TXN-0004437,P-000100,AC-000100,P-001826,AC-001826,2026-05-19 02:55:33,59971,UPI,BOK-CBI,BR-099,UTR-3232574420,,
TXN-0004438,P-000954,AC-000954,P-000860,AC-000860,2026-07-01 08:12:16,67196,TRANSFER,BOK-SBI,BR-051,UTR-2543799531,,
TXN-0004439,P-000493,AC-000493,P-001467,AC-001467,2026-09-01 13:52:46,2271,TRANSFER,BOK-IB,BR-187,UTR-1144913980,,CR-2026-2004
TXN-0004440,P-000077,AC-000077,P-001526,AC-001526,2026-04-27 04:26:51,109014,CASH,BOK-CBI,BR-192,UTR-7964464971,,
TXN-0004441,P-001687,AC-001687,P-000434,AC-000434,2026-03-06 05:11:52,235507,TRANSFER,BOK-CAN,BR-011,UTR-3667573471,,CR-2026-2015
TXN-0004442,P-001379,AC-001379,P-000843,AC-000843,2026-01-17 00:55:41,143332,RTGS,BOK-BOA,BR-104,UTR-6734525624,,
TXN-0004443,P-000344,AC-000344,P-001042,AC-001042,2026-03-16 22:51:47,179691,TRANSFER,BOK-ICICI,BR-094,UTR-1721319845,L-000186,CR-2026-2009
TXN-0004444,P-000629,AC-000629,P-000732,AC-000732,2026-01-17 20:29:20,83222,TRANSFER,BOK-INDUS,BR-076,UTR-7725907022,,
TXN-0004445,P-001435,AC-001435,P-000457,AC-000457,2026-06-19 23:51:10,162100,RTGS,BOK-FED,BR-082,UTR-7061902918,,
TXN-0004446,P-000984,AC-000984,P-001981,AC-001981,2026-04-25 21:12:43,63513,TRANSFER,BOK-HDFC,BR-015,UTR-9396254457,,
TXN-0004447,P-001747,AC-001747,P-001302,AC-001302,2026-08-24 03:46:10,161475,UPI,BOK-ICICI,BR-082,UTR-1005224718,,
TXN-0004448,P-000222,AC-000222,P-000929,AC-000929,2026-01-28 01:51:14,95703,TRANSFER,BOK-AXIS,BR-143,UTR-9641569767,,CR-2026-2014
TXN-0004449,P-000856,AC-000856,P-000531,AC-000531,2026-04-04 14:25:33,247806,TRANSFER,BOK-IDFC,BR-153,UTR-2970517529,,
TXN-0004450,P-000732,AC-000732,P-000945,AC-000945,2026-05-22 17:47:51,60862,CASH,BOK-KVB,BR-014,UTR-8237994524,,CR-2026-2005
TXN-0004451,P-000751,AC-000751,P-001668,AC-001668,2026-07-06 16:42:50,129147,UPI,BOK-YES,BR-130,UTR-3844274681,L-000145,
TXN-0004452,P-001531,AC-001531,P-001513,AC-001513,2026-02-25 17:27:35,79587,UPI,BOK-BOB,BR-027,UTR-2401113707,,
TXN-0004453,P-000279,AC-000279,P-000795,AC-000795,2026-03-14 04:31:52,75630,RTGS,BOK-UCO,BR-071,UTR-5044746886,,
TXN-0004454,P-000192,AC-000192,P-001218,AC-001218,2026-03-10 03:07:41,29146,TRANSFER,BOK-RBL,BR-029,UTR-3806157855,,CR-2026-2007
TXN-0004455,P-001240,AC-001240,P-001684,AC-001684,2026-08-10 14:13:38,157012,TRANSFER,BOK-PNB,BR-012,UTR-7842094245,,
TXN-0004456,P-000023,AC-000023,P-000704,AC-000704,2026-01-29 17:23:21,126222,TRANSFER,BOK-PNB,BR-131,UTR-7490718704,,CR-2026-2001
TXN-0004457,P-000574,AC-000574,P-001775,AC-001775,2026-06-04 09:08:11,72723,CASH,BOK-UCO,BR-034,UTR-9299771043,,CR-2026-2013
TXN-0004458,P-001779,AC-001779,P-001851,AC-001851,2026-07-16 20:57:00,71018,TRANSFER,BOK-IDFC,BR-060,UTR-2001375998,,CR-2026-2018
TXN-0004459,P-000080,AC-000080,P-001535,AC-001535,2026-02-20 21:12:29,16797,CASH,BOK-UCO,BR-174,UTR-1032866867,,
TXN-0004460,P-000575,AC-000575,P-000379,AC-000379,2026-06-18 03:46:37,244437,CASH,BOK-ESAF,BR-024,UTR-1520131190,L-000137,
TXN-0004461,P-001738,AC-001738,P-000390,AC-000390,2026-01-10 11:36:34,71048,NEFT,BOK-CUB,BR-024,UTR-5397855181,,
TXN-0004462,P-001733,AC-001733,P-001866,AC-001866,2026-07-25 08:30:17,199704,UPI,BOK-CBI,BR-065,UTR-2699661095,,
TXN-0004463,P-000307,AC-000307,P-001603,AC-001603,2026-06-01 11:11:09,244304,NEFT,BOK-BOA,BR-157,UTR-6678178341,,
TXN-0004464,P-001436,AC-001436,P-001317,AC-001317,2026-02-23 10:47:06,29296,TRANSFER,BOK-FED,BR-084,UTR-2114985584,,
TXN-0004465,P-001584,AC-001584,P-001759,AC-001759,2026-01-21 16:43:16,76505,RTGS,BOK-ESAF,BR-201,UTR-3891232312,L-000111,
TXN-0004466,P-001979,AC-001979,P-001726,AC-001726,2026-06-16 08:36:06,102206,NEFT,BOK-CBI,BR-018,UTR-8890906072,L-000180,CR-2026-2013
TXN-0004467,P-001130,AC-001130,P-000017,AC-000017,2026-07-24 08:02:15,160366,NEFT,BOK-FED,BR-178,UTR-8703799558,,
TXN-0004468,P-001697,AC-001697,P-001685,AC-001685,2026-06-20 14:01:00,196640,CASH,BOK-KVB,BR-140,UTR-9070847659,,
TXN-0004469,P-001949,AC-001949,P-000393,AC-000393,2026-01-26 18:08:38,139563,TRANSFER,BOK-BOB,BR-193,UTR-4135947823,,CR-2026-2019
TXN-0004470,P-000382,AC-000382,P-000461,AC-000461,2026-08-24 08:23:02,247663,CASH,BOK-HDFC,BR-143,UTR-2096354812,,
TXN-0004471,P-001720,AC-001720,P-000348,AC-000348,2026-02-02 21:03:53,95975,RTGS,BOK-YES,BR-085,UTR-3284299623,L-000192,
TXN-0004472,P-000502,AC-000502,P-001932,AC-001932,2026-04-14 15:22:18,59996,TRANSFER,BOK-INDUS,BR-178,UTR-8515269623,,CR-2026-2011
TXN-0004473,P-000177,AC-000177,P-000832,AC-000832,2026-02-12 14:01:04,213947,CASH,BOK-INDUS,BR-046,UTR-5550399730,,CR-2026-2007
TXN-0004474,P-000886,AC-000886,P-000098,AC-000098,2026-01-09 23:32:26,46723,TRANSFER,BOK-RBL,BR-009,UTR-7447722529,,
TXN-0004475,P-001027,AC-001027,P-000935,AC-000935,2026-01-22 07:03:18,180084,TRANSFER,BOK-UCO,BR-162,UTR-2806993487,L-000141,
TXN-0004476,P-001522,AC-001522,P-001848,AC-001848,2026-08-28 06:56:57,68589,CASH,BOK-YES,BR-026,UTR-5554163175,L-000102,CR-2026-2013
TXN-0004477,P-001534,AC-001534,P-000674,AC-000674,2026-06-07 14:44:20,50492,CASH,BOK-CAN,BR-053,UTR-1301879239,L-000016,
TXN-0004478,P-000033,AC-000033,P-001099,AC-001099,2026-08-25 05:30:01,122730,UPI,BOK-ESAF,BR-037,UTR-2212193262,,
TXN-0004479,P-001636,AC-001636,P-000228,AC-000228,2026-04-18 03:35:03,207800,TRANSFER,BOK-YES,BR-028,UTR-7900785612,,
TXN-0004480,P-001979,AC-001979,P-001584,AC-001584,2026-06-02 22:53:15,79347,TRANSFER,BOK-PNB,BR-114,UTR-1892348936,L-000189,
TXN-0004481,P-001747,AC-001747,P-000760,AC-000760,2026-08-01 09:11:13,54593,TRANSFER,BOK-SBI,BR-208,UTR-8077451879,L-000063,
TXN-0004482,P-000225,AC-000225,P-001332,AC-001332,2026-07-25 23:12:02,39448,UPI,BOK-INDUS,BR-176,UTR-4518122942,,
TXN-0004483,P-001289,AC-001289,P-001073,AC-001073,2026-03-30 09:21:57,4697,RTGS,BOK-BOB,BR-142,UTR-3836446107,,
TXN-0004484,P-001058,AC-001058,P-000286,AC-000286,2026-06-09 10:42:40,28152,TRANSFER,BOK-CBI,BR-217,UTR-6212296484,,
TXN-0004485,P-001531,AC-001531,P-000866,AC-000866,2026-07-31 11:18:38,81652,RTGS,BOK-CBI,BR-186,UTR-6417399498,L-000080,
TXN-0004486,P-001012,AC-001012,P-000232,AC-000232,2026-02-16 18:21:26,241478,TRANSFER,BOK-INDUS,BR-082,UTR-6460297748,L-000004,
TXN-0004487,P-001447,AC-001447,P-001440,AC-001440,2026-01-19 20:59:25,80808,TRANSFER,BOK-SBI,BR-128,UTR-7172518643,,
TXN-0004488,P-001949,AC-001949,P-001801,AC-001801,2026-05-23 18:17:46,18057,UPI,BOK-HDFC,BR-193,UTR-7511456265,L-000093,
TXN-0004489,P-001725,AC-001725,P-001522,AC-001522,2026-03-20 04:11:25,73586,UPI,BOK-ICICI,BR-046,UTR-1195141687,,CR-2026-2017
TXN-0004490,P-001720,AC-001720,P-001767,AC-001767,2026-02-13 10:59:03,187104,UPI,BOK-IB,BR-042,UTR-2550993770,,CR-2026-2002
TXN-0004491,P-001522,AC-001522,P-001848,AC-001848,2026-05-04 02:01:46,68165,NEFT,BOK-YES,BR-026,UTR-7791838478,,
TXN-0004492,P-000128,AC-000128,P-000589,AC-000589,2026-02-15 20:40:27,181893,CASH,BOK-AXIS,BR-102,UTR-6686133500,,
TXN-0004493,P-000355,AC-000355,P-001205,AC-001205,2026-01-23 08:57:34,141331,NEFT,BOK-KVB,BR-150,UTR-4174094421,,
TXN-0004494,P-000604,AC-000604,P-001512,AC-001512,2026-02-16 19:12:44,228407,NEFT,BOK-INDUS,BR-045,UTR-9909569338,,
TXN-0004495,P-001489,AC-001489,P-000279,AC-000279,2026-08-25 05:11:21,149562,TRANSFER,BOK-ESAF,BR-145,UTR-2116224315,,
TXN-0004496,P-001831,AC-001831,P-000460,AC-000460,2026-03-24 12:53:10,8987,TRANSFER,BOK-SBI,BR-155,UTR-7356128822,,
TXN-0004497,P-000568,AC-000568,P-001892,AC-001892,2026-07-03 14:10:56,215472,TRANSFER,BOK-INDUS,BR-049,UTR-8004721782,,
TXN-0004498,P-001513,AC-001513,P-001472,AC-001472,2026-06-16 05:13:39,76387,TRANSFER,BOK-INDUS,BR-046,UTR-3886201107,,CR-2026-2002
TXN-0004499,P-001677,AC-001677,P-001174,AC-001174,2026-08-11 17:15:43,140410,NEFT,BOK-CAN,BR-179,UTR-8272278303,,CR-2026-2008
TXN-0004500,P-001274,AC-001274,P-000734,AC-000734,2026-08-21 01:50:24,151670,CASH,BOK-CAN,BR-120,UTR-1045949834,,
TXN-0004501,P-001069,AC-001069,P-000440,AC-000440,2026-03-30 09:09:37,186313,NEFT,BOK-SBI,BR-151,UTR-3897604568,L-000080,
TXN-0004502,P-000224,AC-000224,P-000312,AC-000312,2026-07-17 03:17:12,228549,RTGS,BOK-INDUS,BR-059,UTR-5695202822,,CR-2026-2020
TXN-0004503,P-000902,AC-000902,P-001661,AC-001661,2026-08-06 16:41:00,85225,UPI,BOK-HDFC,BR-161,UTR-5123892446,,
TXN-0004504,P-000005,AC-000005,P-001115,AC-001115,2026-05-17 21:28:14,34322,RTGS,BOK-UCO,BR-056,UTR-5292155377,,
TXN-0004505,P-001920,AC-001920,P-001745,AC-001745,2026-07-24 00:10:41,55736,TRANSFER,BOK-KVB,BR-184,UTR-6602952521,,CR-2026-2001
TXN-0004506,P-000278,AC-000278,P-001201,AC-001201,2026-02-15 04:11:12,30657,NEFT,BOK-HDFC,BR-126,UTR-4559724390,,CR-2026-2018
TXN-0004507,P-000771,AC-000771,P-001555,AC-001555,2026-05-10 16:14:31,79043,UPI,BOK-UCO,BR-115,UTR-9190727318,,CR-2026-2008
TXN-0004508,P-000212,AC-000212,P-000310,AC-000310,2026-04-30 20:20:31,18448,CASH,BOK-CUB,BR-202,UTR-5601775410,,
TXN-0004509,P-000322,AC-000322,P-000449,AC-000449,2026-06-21 05:56:36,235772,UPI,BOK-AXIS,BR-186,UTR-9417087037,,
TXN-0004510,P-001298,AC-001298,P-000419,AC-000419,2026-08-10 19:16:28,239341,TRANSFER,BOK-ESAF,BR-139,UTR-3984744985,,CR-2026-2007
TXN-0004511,P-001826,AC-001826,P-000443,AC-000443,2026-04-11 14:22:16,56855,NEFT,BOK-BOA,BR-176,UTR-6269862141,L-000040,
TXN-0004512,P-001258,AC-001258,P-001847,AC-001847,2026-02-20 15:13:53,63086,UPI,BOK-IB,BR-059,UTR-5273397139,,
TXN-0004513,P-001180,AC-001180,P-001818,AC-001818,2026-04-07 00:25:09,173434,TRANSFER,BOK-RBL,BR-118,UTR-5311394970,,
TXN-0004514,P-000235,AC-000235,P-000128,AC-000128,2026-06-11 00:31:50,78580,TRANSFER,BOK-YES,BR-072,UTR-9106041284,,
TXN-0004515,P-000845,AC-000845,P-000030,AC-000030,2026-01-07 04:46:55,36322,UPI,BOK-CUB,BR-050,UTR-7370548015,,
TXN-0004516,P-001546,AC-001546,P-001054,AC-001054,2026-03-09 12:58:59,184206,RTGS,BOK-CAN,BR-050,UTR-2403403612,,
TXN-0004517,P-000565,AC-000565,P-000978,AC-000978,2026-03-13 08:26:06,245534,TRANSFER,BOK-RBL,BR-174,UTR-3859714754,,
TXN-0004518,P-000033,AC-000033,P-001209,AC-001209,2026-07-30 12:49:31,47874,NEFT,BOK-AXIS,BR-032,UTR-9157109993,,
TXN-0004519,P-001936,AC-001936,P-001991,AC-001991,2026-01-20 02:00:34,218030,UPI,BOK-IDFC,BR-015,UTR-1228206881,,
TXN-0004520,P-001153,AC-001153,P-001455,AC-001455,2026-04-17 19:27:11,144725,UPI,BOK-UCO,BR-135,UTR-2425061636,,CR-2026-2020
TXN-0004521,P-000368,AC-000368,P-000024,AC-000024,2026-05-05 05:32:36,8399,RTGS,BOK-PNB,BR-028,UTR-1529615827,L-000098,
TXN-0004522,P-000161,AC-000161,P-000488,AC-000488,2026-07-15 01:13:57,158835,RTGS,BOK-YES,BR-072,UTR-4734338295,L-000164,CR-2026-2003
TXN-0004523,P-001104,AC-001104,P-000889,AC-000889,2026-02-13 06:43:00,130752,CASH,BOK-AXIS,BR-099,UTR-4875992368,,
TXN-0004524,P-000185,AC-000185,P-001473,AC-001473,2026-04-02 02:17:39,42601,TRANSFER,BOK-BOB,BR-045,UTR-9641332588,,CR-2026-2017
TXN-0004525,P-000786,AC-000786,P-000384,AC-000384,2026-03-28 09:56:12,171974,TRANSFER,BOK-PNB,BR-205,UTR-7502281374,,
TXN-0004526,P-000697,AC-000697,P-001933,AC-001933,2026-02-02 18:34:05,99746,CASH,BOK-BOB,BR-190,UTR-8427821848,L-000092,CR-2026-2014
TXN-0004527,P-000771,AC-000771,P-001555,AC-001555,2026-07-05 04:56:49,80343,UPI,BOK-UCO,BR-115,UTR-8891893335,,CR-2026-2006
TXN-0004528,P-000502,AC-000502,P-001932,AC-001932,2026-06-05 13:57:28,59943,NEFT,BOK-INDUS,BR-178,UTR-8034537815,,
TXN-0004529,P-000981,AC-000981,P-001368,AC-001368,2026-01-13 08:35:04,248177,TRANSFER,BOK-YES,BR-036,UTR-8978582728,,
TXN-0004530,P-001719,AC-001719,P-001029,AC-001029,2026-06-18 09:54:09,66069,CASH,BOK-AXIS,BR-108,UTR-6434174837,,
TXN-0004531,P-000010,AC-000010,P-000365,AC-000365,2026-01-07 02:58:58,31282,RTGS,BOK-KVB,BR-104,UTR-2738552105,,
TXN-0004532,P-001060,AC-001060,P-000067,AC-000067,2026-08-05 21:06:01,190620,CASH,BOK-IB,BR-051,UTR-9167506359,,CR-2026-2012
TXN-0004533,P-001937,AC-001937,P-001152,AC-001152,2026-05-24 17:35:12,29738,CASH,BOK-INDUS,BR-208,UTR-5532156542,,CR-2026-2019
TXN-0004534,P-000773,AC-000773,P-001631,AC-001631,2026-01-15 19:38:58,145559,TRANSFER,BOK-IDFC,BR-013,UTR-7709499309,L-000020,
TXN-0004535,P-001323,AC-001323,P-001172,AC-001172,2026-08-21 23:22:15,18407,UPI,BOK-INDUS,BR-141,UTR-8670846687,L-000116,
TXN-0004536,P-001735,AC-001735,P-000393,AC-000393,2026-06-14 12:02:29,104121,TRANSFER,BOK-BOB,BR-193,UTR-4093064920,,
TXN-0004537,P-000092,AC-000092,P-000002,AC-000002,2026-05-06 14:16:41,29476,TRANSFER,BOK-ICICI,BR-053,UTR-6958239600,,
TXN-0004538,P-001783,AC-001783,P-000983,AC-000983,2026-04-02 10:31:20,115003,TRANSFER,BOK-BOA,BR-001,UTR-2490653957,,
TXN-0004539,P-001842,AC-001842,P-001838,AC-001838,2026-05-28 01:36:59,101274,TRANSFER,BOK-RBL,BR-204,UTR-4182533835,,CR-2026-2014
TXN-0004540,P-000501,AC-000501,P-001153,AC-001153,2026-02-23 12:31:30,197351,UPI,BOK-BOB,BR-208,UTR-6452921549,,
TXN-0004541,P-001787,AC-001787,P-000308,AC-000308,2026-01-26 07:46:45,73854,UPI,BOK-YES,BR-214,UTR-4256768047,,CR-2026-2018
TXN-0004542,P-001833,AC-001833,P-000361,AC-000361,2026-01-05 14:18:15,204225,UPI,BOK-HDFC,BR-204,UTR-5078495180,L-000112,
TXN-0004543,P-001775,AC-001775,P-000732,AC-000732,2026-06-19 01:00:52,67509,RTGS,BOK-INDUS,BR-076,UTR-1916945513,,CR-2026-2018
TXN-0004544,P-001734,AC-001734,P-001715,AC-001715,2026-02-23 01:54:37,198419,UPI,BOK-UCO,BR-045,UTR-3623868701,,
TXN-0004545,P-000309,AC-000309,P-001664,AC-001664,2026-04-24 22:44:44,129922,TRANSFER,BOK-PNB,BR-006,UTR-3770409583,,
TXN-0004546,P-001775,AC-001775,P-000732,AC-000732,2026-05-25 10:26:10,65448,NEFT,BOK-INDUS,BR-076,UTR-6196503548,L-000189,CR-2026-2018
TXN-0004547,P-001716,AC-001716,P-001945,AC-001945,2026-05-15 22:11:37,5492,TRANSFER,BOK-KVB,BR-205,UTR-3917751245,,
TXN-0004548,P-000166,AC-000166,P-000273,AC-000273,2026-01-16 01:42:01,79921,UPI,BOK-BOB,BR-060,UTR-6437197671,,
TXN-0004549,P-001322,AC-001322,P-000786,AC-000786,2026-08-31 03:55:30,65747,TRANSFER,BOK-CBI,BR-092,UTR-8356287610,,
TXN-0004550,P-001402,AC-001402,P-001272,AC-001272,2026-08-06 04:55:10,217252,TRANSFER,BOK-INDUS,BR-092,UTR-2901579827,,
TXN-0004551,P-001456,AC-001456,P-001542,AC-001542,2026-06-12 02:36:11,53394,TRANSFER,BOK-ICICI,BR-109,UTR-7985237678,L-000199,CR-2026-2014
TXN-0004552,P-001997,AC-001997,P-001714,AC-001714,2026-03-22 20:18:07,51492,CASH,BOK-CAN,BR-058,UTR-8125826213,,CR-2026-2001
TXN-0004553,P-001809,AC-001809,P-001794,AC-001794,2026-03-30 15:01:50,164310,TRANSFER,BOK-CAN,BR-024,UTR-6297828033,,
TXN-0004554,P-000048,AC-000048,P-000627,AC-000627,2026-01-03 08:41:16,175344,CASH,BOK-IB,BR-168,UTR-1454227105,,CR-2026-2006
TXN-0004555,P-001768,AC-001768,P-000253,AC-000253,2026-06-26 17:46:13,99695,NEFT,BOK-BOB,BR-110,UTR-4035846072,,CR-2026-2010
TXN-0004556,P-000977,AC-000977,P-000191,AC-000191,2026-05-13 12:52:15,195131,TRANSFER,BOK-IDFC,BR-054,UTR-5396787441,,CR-2026-2004
TXN-0004557,P-000502,AC-000502,P-001932,AC-001932,2026-08-06 01:50:25,59995,RTGS,BOK-INDUS,BR-178,UTR-6366465929,,CR-2026-2003
TXN-0004558,P-000015,AC-000015,P-001370,AC-001370,2026-07-29 16:11:16,196718,TRANSFER,BOK-CUB,BR-155,UTR-4400283901,,CR-2026-2005
TXN-0004559,P-001979,AC-001979,P-001584,AC-001584,2026-02-26 04:20:23,81769,RTGS,BOK-PNB,BR-114,UTR-4228616108,,
TXN-0004560,P-001603,AC-001603,P-000034,AC-000034,2026-08-23 04:27:14,83101,TRANSFER,BOK-CAN,BR-111,UTR-7953192177,,
TXN-0004561,P-001796,AC-001796,P-000319,AC-000319,2026-01-25 06:27:04,183244,RTGS,BOK-ESAF,BR-115,UTR-4099742560,,CR-2026-2010
TXN-0004562,P-001258,AC-001258,P-000889,AC-000889,2026-01-28 13:14:56,68336,NEFT,BOK-AXIS,BR-099,UTR-2562795947,,CR-2026-2007
TXN-0004563,P-001584,AC-001584,P-001759,AC-001759,2026-05-29 04:37:00,76647,CASH,BOK-ESAF,BR-201,UTR-5265289797,,CR-2026-2012
TXN-0004564,P-000456,AC-000456,P-000760,AC-000760,2026-08-13 05:27:52,72559,TRANSFER,BOK-SBI,BR-208,UTR-9253599266,L-000141,
TXN-0004565,P-001847,AC-001847,P-001863,AC-001863,2026-03-21 06:04:22,55247,UPI,BOK-BOA,BR-131,UTR-9840128757,,
TXN-0004566,P-001367,AC-001367,P-000029,AC-000029,2026-04-07 12:24:26,247448,NEFT,BOK-AXIS,BR-010,UTR-9421437851,,
TXN-0004567,P-000442,AC-000442,P-000520,AC-000520,2026-01-01 21:30:43,67403,UPI,BOK-SBI,BR-198,UTR-1174714845,,
TXN-0004568,P-001406,AC-001406,P-001419,AC-001419,2026-04-15 21:49:39,200415,UPI,BOK-ESAF,BR-153,UTR-7410434657,,
TXN-0004569,P-001759,AC-001759,P-000767,AC-000767,2026-05-07 03:46:37,66000,CASH,BOK-IB,BR-190,UTR-7674222807,,
